ID; NumComplains; hour_id; LCID; RACH_Setup_Completion_Success_Rate_AVG; Total_RRC_Connection_Setup_Success_Ratio_AVG; Total_RRC_Connection_Re_establishment_Success_Ratio_AVG; Radio_Bearer_Success_Ratio_AVG; ERAB_SetupSR_AVG; HO_Success_Ratio_intra_eNB_AVG; Average_CQI_AVG; Radio_Bearer_Drop_Ratio_AVG; Average_Physical_Resource_Block_Usage_UL_AVG; Average_Physical_Resource_Block_Usage_DL_AVG; Complete_RACH_Setup_Success_Rate_AVG; AGG1_blocked_distribution_rate_AVG; AGG2_blocked_distribution_rate_AVG; AGG4_blocked_distribution_rate_AVG; AGG8_blocked_distribution_rate_AVG; ECM_failure_ratio_due_to_Rejection_by_RRM_RAC_AVG; AGG_level_block_Rate_AVG; ERAB_Drop_Ratio_with_UE_Lost_cause_initiated_by_eNB_AVG
3610;0;11/15/2015 8:00;320E1133;0.9992377;0.9980274;0.2164742;0.9990643;0.9996349;0.9923891;9.70303;0.002519231;0.685;10.39857;0.852726;0.250938286;0.205327714;0.318470857;0.225262286;0;0.00025;0
3611;0;11/15/2015 8:00;50027112;0.9816614;0.99961;0.8148156;0.9998149;0.9998888;0.9996266;9.159559;0.00054;0.8992857;8.313571;0.932534286;0.178509714;0.251217143;0.129136;0.441138571;0;3.34E-05;0
3612;0;11/15/2015 8:00;23511111;0.9987377;0.999184;0.3702126;0.9994157;0.9996257;0.996798;9.510448;0.000619697;5.250714;30.97857;0.832206857;0.278906571;0.270154857;0.146301143;0.304638;0;0.000191143;5.57E-05
3613;0;11/15/2015 8:00;33086133;0.9987237;0.996016;0.258435;0.9956703;0.9995509;0.995362;10.47152;0.01082429;0.4154412;6.032143;0.826957143;0.272123143;0.239049143;0.301533714;0.158721714;0;0.000119429;6.97E-05
3614;0;11/15/2015 8:00;350A8111;0.9979869;0.9975443;0.7788077;0.9971409;0.9986469;1;9.742716;0.003127187;8.25;21.22143;0.903356857;0.149016571;0.147442857;0.101927143;0.601612286;0;0.000268;5.57E-05
3615;0;11/15/2015 8:00;407A2131;1;0.9990477;0.6666667;0.9988772;1;1;13.33008;0.00786;0.1838235;1.459286;0.954308;0.059740286;0.002597429;0.103030286;0.177489143;0;1.14E-06;0
3616;0;11/15/2015 8:00;90512131;0.9993048;0.9997669;1;0.9992126;0.9995211;1;11.66061;0.00689;0.2330645;2.637857;0.970665714;0.172915143;0.098117714;0.095437714;0.119244286;0;1.14E-05;0.000121143
3617;0;11/15/2015 8:00;11652113;0.9753211;0.9965843;0.7555553;0.9995374;1;0.9994;10.81211;0.003238;0.1119048;1.300714;0.821344857;0.014285714;0.042857143;0.007142857;0.107142857;0;8.57E-07;0
3618;0;11/15/2015 8:00;220L5111;0.9944749;0.9995323;0.400618;0.9994872;0.9999014;0.9820894;9.8433;0.000579032;5.360714;30.56357;0.841264;0.375153143;0.244754286;0.111908;0.268184857;0;0.000177143;3.17E-05
3619;0;11/15/2015 8:00;23106112;0.9988031;0.9992071;0.4670637;0.9996846;0.9999203;0.9939717;9.101289;0.00038069;4.305;26.59786;0.853444286;0.207436571;0.290949429;0.162510286;0.339102857;0;0.000141143;6.66E-05
3620;0;11/15/2015 8:00;247WA232;0.9976257;0.999438;0.1550125;0.9989645;0.9995206;0.9985217;10.55416;0.002131765;0.4814286;4.493571;0.910199714;0.268308286;0.247440857;0.350102;0.134149429;0;0.000177714;5.63E-05
3621;0;11/15/2015 8:00;300Q4233;0.9911554;0.993762;0.3448862;0.9936723;0.9972329;0.9984963;8.363016;0.01476467;0.333871;2.123571;0.809973714;0.039600571;0.169667429;0.320832571;0.355613714;0;5.26E-05;0
3622;0;11/15/2015 8:00;51317112;0.9830426;0.994126;0.4443131;0.9973831;0.9990366;0.9906926;8.521691;0.002775455;6.169286;16.34429;0.695246286;0.125735429;0.203069429;0.150451429;0.520743429;0;0.000134857;6.23E-05
3623;0;11/15/2015 8:00;54506112;0.9806534;0.9973606;0.6877436;0.9985494;0.9997534;0.9805309;9.853424;0.00175069;2.22;12.275;0.747301143;0.174330571;0.256080857;0.144732857;0.424855143;0;4.54E-05;2.31E-05
3624;0;11/15/2015 8:00;70110133;0.9975023;0.9983237;0.391865;0.9987163;0.9998077;0.9775249;8.977623;0.004494;2.015714;8.629286;0.941952286;0.211373714;0.206477143;0.318300571;0.263847143;0;0.000305429;6.00E-05
3625;0;11/15/2015 8:00;114Q7112;0.98976;0.99931;0.3666213;0.9992726;0.9998851;0.9932963;9.389353;0.000877931;2.137143;20.51643;0.818670286;0.218456286;0.231174857;0.149432286;0.400937429;0;0.000132571;2.14E-05
3626;0;11/15/2015 8:00;24217131;0.9858937;0.9925737;0.5;0.9993886;0.998914;0.9958165;8.390721;0.007133333;0.06363636;1.642143;0.839182571;0.040816286;0.120303429;0.092150857;0.175300857;0;5.71E-06;0
3627;0;11/15/2015 8:00;3003C233;0.9991786;0.9985132;0.8333325;0.9983254;0.9985543;1;10.0799;0.00732625;0.173;2.617857;0.856187143;0.155944571;0.149061714;0.303584857;0.134266857;0;1.94E-05;0
3628;0;11/15/2015 8:00;40113232;0.9962214;0.9973917;0.3671928;0.9991963;0.9998454;0.9905897;9.351992;0.001081923;2.591429;27.58571;0.955528;0.185551143;0.293937714;0.309719714;0.210790857;0;0.001732571;8.03E-05
3629;0;11/15/2015 8:00;40411211;0.9979048;0.9996454;0.3777612;0.999396;0.999804;0.9983017;9.444907;0.000604;8.43;56.75143;0.959532286;0.292726286;0.347809143;0.147777714;0.211687429;0;0.000431143;4.31E-05
3630;0;11/15/2015 8:00;600B1113;0.9982486;0.9993543;0.6900278;0.999206;0.9996731;1;8.545226;0.001068846;2.209286;13.24714;0.934989714;0.136624286;0.181376;0.144878;0.537122857;0;6.29E-05;0.000113714
3631;0;11/15/2015 8:00;640B5112;0.993632;0.9996506;0.6378217;0.9995788;0.999922;0.9980668;10.53154;0.001133846;0.3864286;6.297143;0.953912571;0.169092286;0.212654857;0.099528857;0.490153714;0;1.40E-05;0.000106857
3632;0;11/15/2015 8:00;80670111;0.9942549;0.9949749;0.586414;0.9985083;0.9991106;0.995568;8.871386;0.002008077;1.154286;6.875714;0.779649429;0.134316571;0.13635;0.088079714;0.641253429;0;5.51E-05;2.11E-05
3633;0;11/15/2015 8:00;1110B113;0.9624611;0.9996683;0.5119264;0.99964;0.9997246;0.9978151;9.455042;0.000663158;1.218571;20.29643;0.860102857;0.093067714;0.250144286;0.186623143;0.470164857;0;0.0001;6.31E-05
3634;0;11/15/2015 8:00;35024231;1;1;;0.9990149;1;1;10.71743;0.03448;0.2136364;2.736428;0.970757143;0.067940857;0.030081429;0.101225429;0.057894857;0;3.43E-06;0
3635;0;11/15/2015 8:00;42922113;0.9885255;0.9984557;0.5010589;0.9992506;0.9997117;0.9983231;8.378783;0.003747143;1.07;5.542857;0.911788;0.114615143;0.138602857;0.106640286;0.554425714;0;3.40E-05;0
3636;0;11/15/2015 8:00;555T5133;1;0.9971468;0.8636364;0.9918689;0.9994192;1;9.241101;0.02587182;0.1976191;0.8907143;0.832144857;0.065986571;0.056122571;0.142857143;0.077891143;0;3.14E-06;0
3637;0;11/15/2015 8:00;64630112;0.9870183;0.9984186;0.4748627;0.9970891;0.9997526;0.9877551;9.804962;0.003918462;0.8085715;6.508572;0.863410286;0.140025714;0.103971714;0.057076;0.527498;0;2.06E-05;0.000327143
3638;0;11/15/2015 8:00;10632131;0.9996894;0.9989763;0.3341762;0.9995514;0.999592;0.9873017;12.22613;0.002616667;0.3540322;4.146429;0.862516;0.329192857;0.166903714;0.245325429;0.201435714;0;6.83E-05;0
3639;0;11/15/2015 8:00;20918112;1;1;1;0.9997197;0.99995;1;11.93231;0.0024525;0.2526316;1.391429;0.981946286;0.068809429;0.004762;0.031428571;0.095;0;1.43E-06;0
3640;0;11/15/2015 8:00;32601112;0.9763543;0.9989406;0.3180334;0.9993191;0.9998097;0.9877923;8.371596;0.000794333;3.35;28.37571;0.789519714;0.141312286;0.187833143;0.135454286;0.535400286;0;0.000206286;4.51E-05
3641;0;11/15/2015 8:00;407TS212;0.9925957;0.9985883;0.3712609;0.9993325;0.9998832;0.9995549;9.060031;0.000667429;2.996428;34.94286;0.899169143;0.227212857;0.283972;0.160268286;0.328548286;0;0.000208571;7.46E-05
3642;0;11/15/2015 8:00;41209213;0.9954088;0.9992646;0.487682;0.9997194;0.9999783;0.9963571;9.501663;0.0012275;0.8014286;5.337143;0.966877429;0.173185143;0.151375714;0.110847429;0.564592;0;2.23E-05;0
3643;0;11/15/2015 8:00;70011231;0.9998477;0.9990029;0.1205367;0.9995943;0.9999186;0.9996789;10.93272;0.0008875;1.4625;12.51429;0.976158;0.295672286;0.234481429;0.272339429;0.083221714;0;0.000393714;5.91E-05
3644;0;11/15/2015 8:00;70933132;0.9885074;0.997514;0.416665;0.9970806;0.9956377;0.9966331;9.053456;0.01459714;0.692;7.022143;0.942432857;0.238587429;0.160627143;0.139533143;0.146968;0;6.40E-05;0
3645;0;11/15/2015 8:00;10338112;0.997242;0.9994552;0.4961519;0.9997003;0.9999503;0.9966877;9.455828;0.0005245;1.637857;16.77857;0.847005143;0.159007714;0.234890857;0.143937714;0.462164;0;9.23E-05;6.77E-05
3646;0;11/15/2015 8:00;104X8111;0.9988351;0.9995168;0.4532458;0.9997774;0.9999083;0.9982563;10.61362;0.000486875;1.955;11.29;0.865752;0.250081429;0.240976;0.132748;0.376194857;0;4.26E-05;1.40E-05
3647;0;11/15/2015 8:00;110W3233;1;0.969902;0.4951392;0.9905562;0.9871753;0.9979166;13.36589;0.01189222;0.925;2.772143;0.800882647;0.247206;0.092448286;0.200945429;0.230829143;0;3.74E-05;0.000428857
3648;0;11/15/2015 8:00;24172131;0.9907469;0.9989288;0.2907394;0.9998274;0.9998826;0.998084;10.5851;0.002013333;0.1904412;3.855714;0.871785143;0.18015;0.251753429;0.398046571;0.141478286;0;7.66E-05;0
3649;0;11/15/2015 8:00;251F2112;0.9878606;0.9995917;0.4951008;0.9997731;0.999924;0.9969363;7.913106;0.000794;0.5778571;8.848572;0.809140857;0.042551429;0.099033429;0.120294286;0.709551714;0;5.03E-05;6.51E-05
3650;0;11/15/2015 8:00;26251111;0.9995574;0.9999094;0.766666;1;0.9998877;1;8.824842;;0.8544118;3.895714;0.959091143;0.075513429;0.081439143;0.108690286;0.220071143;0;5.14E-06;0
3651;0;11/15/2015 8:00;32591111;0.9914883;0.9989288;0.4818958;0.9989291;0.9995971;0.9889929;9.171828;0.002204706;0.6185714;5.53;0.827656857;0.142615143;0.162974;0.127574857;0.481122;0;1.29E-05;0.000103143
3652;0;11/15/2015 8:00;326F5132;0.999388;0.9923131;;0.9982397;0.9985074;1;11.65868;0.01026833;0.7235294;3.022143;0.862156857;0.281982;0.135368286;0.159882571;0.108481143;0;1.11E-05;0
3653;0;11/15/2015 8:00;33398233;0.9957089;0.996926;0.1621882;0.9975808;0.9986526;0.9897641;9.658072;0.003023928;1.132857;7.691429;0.812217714;0.228999143;0.214445429;0.329230286;0.227327429;0;0.000288286;0.000549714
3654;0;11/15/2015 8:00;520T1111;0.9984957;0.9988326;0.2712959;0.999562;0.9999503;0.9997963;8.970964;0.000958125;0.7935714;7.759285;0.918417714;0.175392286;0.217160571;0.145566;0.461878571;0;7.03E-05;8.86E-05
3655;0;11/15/2015 8:00;106L0113;0.9987583;0.9995034;0.4177682;0.9996157;0.9999646;0.9946726;9.081111;0.000538;4.743571;23.435;0.852343143;0.126705429;0.196543143;0.146794571;0.529956286;0;0.000166571;9.86E-05
3656;0;11/15/2015 8:00;1100B132;1;0.9989612;;0.9990531;0.9971429;0.9904653;14.58831;0.01104667;0.05666667;0.9221429;0.918525429;0;0;0;0;0;0;0
3657;0;11/15/2015 8:00;11519113;0.9950048;0.9992731;0.6420357;0.9994869;0.9999949;0.9994146;10.93463;0.000855238;0.8957143;14.84643;0.846010571;0.111734;0.206613143;0.096278;0.528231143;0;7.54E-05;0.000141714
3658;0;11/15/2015 8:00;11669111;0.997124;0.9979069;0.3373865;0.9995557;0.999952;0.9962137;10.55813;0.000863889;2.313636;5.489285;0.79645;0.327757143;0.104078857;0.060290571;0.393588857;0;1.80E-05;0.000190571
3659;0;11/15/2015 8:00;23988111;0.999526;0.9989643;0.504157;0.9996537;0.9997994;;11.92093;0.000526957;1.103571;4.886428;0.858313714;0.262125143;0.184646286;0.075626286;0.477603714;0;1.51E-05;7.74E-05
3660;0;11/15/2015 8:00;24240112;0.9996068;0.9993617;0.5020843;0.9996903;0.9999011;0.9960454;8.608366;0.000451667;3.080714;31.43214;0.853372;0.140827143;0.178104571;0.140021143;0.541048286;0;0.000278857;4.23E-05
3661;0;11/15/2015 8:00;27023113;0.9825814;0.9994743;0.8251047;0.9994771;0.9998348;0.9990149;8.913568;0.001407692;0.4521429;6.257857;0.945029143;0.099584571;0.124410857;0.113337714;0.576952857;0;2.23E-05;2.34E-05
3662;0;11/15/2015 8:00;300U4131;1;0.9985715;0.66667;1;1;0.9968255;10.53933;;0.025;1.669286;0.882697429;0.085714286;0;0;0.057142857;0;0;0
3663;0;11/15/2015 8:00;40632213;0.9972911;0.9988783;0.5236492;0.9981503;0.9997806;0.9914752;7.952425;0.001849714;10.10357;76.53643;0.785916;0.129214857;0.321845143;0.227980571;0.320958;0;0.000812571;8.40E-05
3664;0;11/15/2015 8:00;428T2212;0.9795723;0.9996514;0.6629629;0.9997188;0.9999634;0.9997226;8.302514;0.000578824;1.591429;15.37786;0.906299429;0.100196857;0.172947714;0.142791143;0.584063714;0;0.0001;6.66E-05
3665;0;11/15/2015 8:00;60801111;0.982682;0.9978535;0.6190962;0.9997223;0.9999352;0.9994706;9.369637;0.000571765;0.9142857;10.03786;0.799075714;0.218786;0.233936286;0.092986571;0.454292571;0;4.23E-05;1.97E-05
3666;0;11/15/2015 8:00;96210111;0.9980894;0.9999403;1;0.9998046;1;1;10.94581;0.00228;0.4785714;4.018571;0.978947143;0.171428571;0.028571429;0;0.057142857;0;5.71E-07;0
3667;0;11/15/2015 9:00;23873131;0.9922881;0.9964533;0.1532786;0.9980375;0.9986475;0.9775144;9.208273;0.002355;1.705556;9.822917;0.821829167;0.156066667;0.188763056;0.270758611;0.384412222;0;0.000915;0
3668;0;11/15/2015 9:00;320BN233;0.9986072;0.9988914;0.2336341;0.9994608;0.9997053;0.9914461;10.6343;0.001493077;1.142361;6.340278;0.868125833;0.275307778;0.2509475;0.239213889;0.23453;0;0.0002;7.56E-05
3669;0;11/15/2015 9:00;80613113;0.9982184;0.9997839;0.5646848;0.9997811;0.9999331;0.9956175;12.89857;0.000437778;5.043382;19.09583;0.8412875;0.382281111;0.132612222;0.06099;0.25745;0;0.000103333;2.75E-05
3670;0;11/15/2015 9:00;11401113;0.989508;0.9993847;0.4020661;0.9994991;0.9997767;0.9925708;9.892193;0.000515143;9.138194;35.93819;0.785570556;0.288800278;0.332986667;0.153465833;0.224747778;0;0.000216944;3.08E-05
3671;0;11/15/2015 9:00;242M7113;0.9973145;0.9987561;0.4314503;0.9990931;0.9996336;0.9326966;8.692077;0.000906944;10.47986;53.37361;0.735653056;0.253404722;0.281546111;0.153076944;0.311972222;0;0.000485;8.58E-05
3672;0;11/15/2015 9:00;54062133;0.9972833;0.9996964;0.442388;0.9988911;0.9996967;0.9346311;10.38554;0.006653333;0.2106061;3.75625;0.962830833;0.213627778;0.211695556;0.294031389;0.141755833;0;2.42E-05;0.000226944
3673;0;11/15/2015 9:00;104T0231;0.9962553;0.9991628;0.7974073;0.9993139;0.9996311;0.9990421;12.89964;0.003528571;0.7527778;4.396528;0.888645833;0.359276111;0.169478889;0.240395556;0.175293611;0;3.58E-05;0
3674;0;11/15/2015 9:00;105J5113;0.9939239;0.9996458;0.6583334;0.9998367;0.999337;0.9976217;10.70031;0.000588;0.3185714;4.389583;0.873610278;0.130486389;0.129209444;0.087157222;0.4587025;0;1.61E-05;3.44E-05
3675;0;11/15/2015 9:00;24915113;0.9985147;0.9996139;0.6363304;0.9996572;0.9999597;0.9988189;10.20781;0.000617;2.021528;16.58333;0.873236111;0.325811111;0.2921375;0.139259167;0.2427925;0;4.89E-05;4.72E-05
3676;0;11/15/2015 9:00;330K4113;0.9961283;0.9986803;0.3455208;0.9995339;0.9999325;0.9956167;7.965497;0.00054129;3.500695;36.68819;0.830899167;0.080028889;0.187503333;0.168813333;0.563654444;0;0.000339167;9.50E-05
3677;0;11/15/2015 9:00;51015131;1;0.9996236;;0.9996083;1;1;10.47372;0.00282;0.2007813;3.803472;0.9959075;0.251166667;0.192761944;0.379332778;0.121181389;0;4.67E-05;0
3678;0;11/15/2015 9:00;70951111;0.9947147;0.9990053;0.72087;0.9993025;0.9998794;0.9997483;7.840144;0.000760909;3.886111;29.78681;0.946953333;0.075514722;0.166096389;0.164702222;0.593688056;0;0.000258056;3.06E-05
3679;0;11/15/2015 9:00;98103111;0.9982266;0.9993733;0.825001;0.9995533;0.9994097;0.9992878;10.67581;0.001608;0.5138889;3.945139;0.942389444;0.443671389;0.140489444;0.081961111;0.278321667;0;9.17E-06;4.22E-05
3680;0;11/15/2015 9:00;115U3232;1;1;0.4444433;0.996232;0.9996848;0.96875;14.23277;0.0942;0.06875;0.8979167;0.920222917;0.005848056;0.002923889;0.017543889;0.001461944;0;1.39E-06;0.000205833
3681;0;11/15/2015 9:00;22146233;0.9815897;0.9995108;0.1397585;0.9996095;0.9998931;0.9931445;9.857286;0.001278182;0.4097222;8.840278;0.857391944;0.158268611;0.269171944;0.411628889;0.160930556;0;0.000221111;4.00E-05
3682;0;11/15/2015 9:00;241O3232;0.9936845;0.9995183;0.3010136;0.9990906;0.9993978;0.9965975;8.42169;0.003274;0.4958333;13.14722;0.892314722;0.178571111;0.169963611;0.245428056;0.406038056;0;0.000543889;0
3683;0;11/15/2015 9:00;324L5231;0.991577;0.9977483;0.116551;0.9995378;0.9993225;0.9892603;10.77356;0.00416;0.08541667;1.31875;0.7787775;0.026487222;0.069669167;0.224788889;0.595721389;0;0.00014;0
3684;0;11/15/2015 9:00;324S1112;0.9986497;0.999472;0.4530786;0.9997017;0.9999117;0.9841744;8.866499;0.000383571;2.263889;18.41875;0.844302778;0.178283333;0.235736389;0.146065278;0.439914722;0;0.000126389;7.83E-05
3685;0;11/15/2015 9:00;406TH231;0.9994886;0.9960736;0.5671508;0.9996555;0.9993378;0.999335;9.384674;0.00248;0.3171875;3.646528;0.841598056;0.196578333;0.269095278;0.344794444;0.133976667;0;0.00012;0
3686;0;11/15/2015 9:00;4121B112;0.9952369;0.9989417;0.3590636;0.9992003;0.9992636;0.9973781;9.186295;0.000992759;4.685417;26.52292;0.946981944;0.228229444;0.208153611;0.154321111;0.409295278;0;0.000208333;3.86E-05
3687;0;11/15/2015 9:00;420D7111;0.9807097;0.9996508;0.4602292;0.9996594;0.9999175;;9.359771;0.000454074;1.875694;13.69514;0.861001944;0.196757778;0.153075;0.114496667;0.535669722;0;7.94E-05;0.000105278
3688;0;11/15/2015 9:00;81132112;0.9973047;0.9991966;0.5926694;0.9997514;0.9998639;0.9947206;8.968993;0.000471053;1.214583;14.18056;0.862808056;0.176902778;0.1935925;0.129607778;0.499896389;0;7.39E-05;2.31E-05
3689;0;11/15/2015 9:00;97033233;0.9993439;0.99975;1;0.9998119;0.9999097;0.9966981;10.34927;0.002256667;0.2625;2.028472;0.957466111;0.109193611;0.139482222;0.260289444;0.074367778;0;1.50E-05;0
3690;0;11/15/2015 9:00;111Q3111;0.9997158;0.9998817;0.7185826;0.9995039;0.9999089;0.9987417;13.67694;0.001488333;0.633871;3.090278;0.859665;0.276295278;0.023796944;0.036773611;0.3020225;0;6.11E-06;0
3691;0;11/15/2015 9:00;221Q7112;0.7583292;0.9986266;0.3103937;0.9986139;0.9993641;0.8915236;8.555443;0.002169565;0.4506944;3.272917;0.539323889;0.0700225;0.110520278;0.085665278;0.622680556;0;1.06E-05;0
3692;0;11/15/2015 9:00;26219131;0.9940519;0.9991667;0.75;0.9995319;0.9998894;0.9993539;8.944159;0.0042125;0.156;3.166667;0.92757;0.112366389;0.119315556;0.264246111;0.309627222;0;2.69E-05;0
3693;0;11/15/2015 9:00;330A2113;0.9941861;0.9995211;0.4531823;0.9995419;0.9999192;0.9958833;9.626128;0.000568621;8.973611;24.05;0.852409444;0.230528611;0.309346944;0.160977222;0.299148056;0;8.75E-05;6.33E-05
3694;0;11/15/2015 9:00;35059111;0.9938033;0.9993625;0.7694274;0.999685;0.9996206;0.9945136;10.18547;0.001134;0.3521429;3.077778;0.845774722;0.193034444;0.150816111;0.119133333;0.314793333;0;6.67E-06;0
3695;0;11/15/2015 9:00;408I7132;0.9940272;0.9941433;0.700115;0.9977433;0.998695;0.9926686;9.372647;0.010155;0.1772727;5.497917;0.837640278;0.082867222;0.233963889;0.462068333;0.1933225;0;5.94E-05;0.000156111
3696;0;11/15/2015 9:00;82020112;0.9589958;0.9995095;0.5211952;0.9996911;0.9998775;0.995;7.395843;0.000483478;1.567361;22.50625;0.892915;0.075863333;0.1441125;0.141969167;0.638055556;0;0.000128611;0
3697;0;11/15/2015 9:00;97069231;0.9987972;0.9995861;;0.9993472;0.9999108;1;11.47355;0.0047;0.3608696;3.538194;0.937675556;0.169896111;0.151361944;0.147672778;0.086625278;0;1.56E-05;0
3698;0;11/15/2015 9:00;20208112;0.9981883;0.9999622;0.6550204;0.9986147;0.9999495;0.989683;10.23287;0.003116875;0.2792857;3.070139;0.860254444;0.221026667;0.237321667;0.065374167;0.198498611;0;4.44E-06;9.83E-05
3699;0;11/15/2015 9:00;23116112;0.9977633;0.9996628;0.7916663;0.9995369;1;1;11.9621;0.01667;0.0881579;0.7541667;0.867218056;0;0;0;0.055555556;0;0;0
3700;0;11/15/2015 9:00;30393232;0.8914567;0.998283;0.8333333;0.9971197;0.9986194;0.9787879;10.47559;0.01152111;0.6073529;1.706944;0.630440278;0.088376389;0.086586944;0.061281389;0.180421667;0;3.33E-06;0
3701;0;11/15/2015 9:00;32637232;0.9942045;0.9974272;0.1855948;0.9991972;0.99961;0.9930381;10.01688;0.00180625;0.6819444;10.57847;0.845177778;0.177757222;0.197612222;0.318041667;0.306588333;0;0.000294444;0.000263333
3702;0;11/15/2015 9:00;33072232;0.9996709;0.9956142;0.1385281;0.9983056;0.9986178;0.9967256;8.596929;0.003388889;1.6875;14.55347;0.831528889;0.124099444;0.230273889;0.308609167;0.337016667;0;0.000768611;0
3703;0;11/15/2015 9:00;33095133;0.9976531;0.9986847;0.0989725;0.999512;0.9995458;0.9995294;10.23127;0.001255;0.6840278;6.626389;0.872805;0.153791667;0.239564722;0.365062222;0.241581944;0;0.000298611;0.000225833
3704;0;11/15/2015 9:00;3332B113;0.9973842;0.9986433;0.4203632;0.9993395;0.9997828;0.9957716;7.66525;0.000990833;1.507639;10.82361;0.825946667;0.056284722;0.133206667;0.131897778;0.678611944;0;6.44E-05;0.0001275
3705;0;11/15/2015 9:00;36117111;0.9957289;0.9973222;0.8303037;0.9992492;1;0.9993364;11.82448;0.002703;0.08833333;1.095833;0.834111389;0.142821389;0.148912778;0.131445833;0.326819722;0;8.61E-06;0.000145
3706;0;11/15/2015 9:00;40158131;1;0.9996808;1;0.9986772;1;0.9904762;13.51132;0.04762;0.025;1.003472;0.999368611;0;0;0;0;0;0;0
3707;0;11/15/2015 9:00;40806231;0.9910772;0.995095;0.2215671;0.9996395;0.9995336;0.9905519;9.892857;0.001081667;2.935417;10.84028;0.840238889;0.218501111;0.238569167;0.335625556;0.207305556;0;0.000361944;3.69E-05
3708;0;11/15/2015 9:00;73002132;0.9986633;0.9967764;0.5022043;0.9977964;0.9986559;0.9818675;9.110301;0.004958125;0.4729167;7.751389;0.899198611;0.148985;0.241486667;0.330691389;0.278836944;0;0.000345833;0
3709;0;11/15/2015 9:00;73409113;0.9990864;0.9998258;0.6294637;0.9996769;0.9999781;0.9995217;9.644463;0.001163;1.201389;8.153472;0.976505;0.154782222;0.169287778;0.120983611;0.527168611;0;3.58E-05;2.22E-05
3710;0;11/15/2015 9:00;813A4232;0.9929219;0.9998575;0.3094157;0.9996058;1;0.9865592;10.205;0.007095;0.1227273;1.044444;0.857143611;0.065503056;0.074560278;0.185412222;0.035635833;0;4.17E-06;0
3711;0;11/15/2015 9:00;105H4233;0.9547058;0.9992055;0.255325;0.9987147;0.9995911;0.9991133;10.83556;0.003559231;1.125714;3.36875;0.821723611;0.322723889;0.230281389;0.314233611;0.104982222;0;3.86E-05;0
3712;0;11/15/2015 9:00;105W4132;1;1;;1;1;1;12.66217;;0.025;0.8479167;0.935649167;0;0;0;0;0;0;0
3713;0;11/15/2015 9:00;10613131;0.9976214;0.998772;0.2410464;0.9993094;0.9992364;0.998293;9.719398;0.001308421;1.790972;13.03819;0.875070833;0.1742325;0.208043611;0.291688333;0.326034167;0;0.000810556;0.0001525
3714;0;11/15/2015 9:00;23839111;0.9910353;0.9982789;0.3626036;0.9994755;0.999785;0.9959881;9.217729;0.000726154;1.127778;9.295139;0.823518056;0.179035;0.145345;0.131493889;0.544126944;0;4.89E-05;1.69E-05
3715;0;11/15/2015 9:00;242K6231;0.9975872;0.9995553;0.3303918;0.999315;0.9999322;0.9974192;10.61957;0.002241818;0.6590278;19.27639;0.833178889;0.234901111;0.1964325;0.356611944;0.212055833;0;0.0002175;9.94E-05
3716;0;11/15/2015 9:00;244A6111;0.9991314;0.9997833;0.5000494;0.9996378;0.9999122;0.9973508;9.065994;0.000501539;2.034028;19.05972;0.879093056;0.141970278;0.241919444;0.173878056;0.442232222;0;9.19E-05;0
3717;0;11/15/2015 9:00;42646112;0.9963955;0.9985214;0.471539;0.9997347;0.9998467;0.9985684;7.303466;0.000636667;1.664583;13.09375;0.912633611;0.061426944;0.2450275;0.183864167;0.50968;0;6.72E-05;4.22E-05
3718;0;11/15/2015 9:00;70441111;0.998778;0.9995103;0.8033333;0.9997061;0.9998867;0.9997706;9.709408;0.000755714;2.332639;9.360416;0.961882778;0.252150833;0.189554167;0.150923611;0.407371667;0;6.39E-05;0
3719;0;11/15/2015 9:00;73127113;0.9987275;0.9989325;0.9583333;0.9998825;1;0.9964285;8.582143;0.00141;0.1348485;3.456944;0.899979167;0.158487222;0.136246667;0.040066944;0.442976944;0;5.00E-06;0
3720;0;11/15/2015 9:00;73210231;0.9370678;0.9988105;0.5833333;1;1;1;10.88779;;0.06375;1.727083;0.635592222;0.1574075;0.176556944;0.297853611;0.118181944;0;8.89E-06;0
3721;0;11/15/2015 9:00;10399112;0.99318;0.9992858;0.5286782;0.9994506;0.9997917;0.9886939;10.11616;0.000682069;1.484028;11.48403;0.842603611;0.301530556;0.214265;0.137678056;0.346527222;0;5.22E-05;5.61E-05
3722;0;11/15/2015 9:00;11634111;0.9992694;0.9995233;0.544444;0.9997353;0.9999325;0.9992344;10.04737;0.000680714;0.6027778;7.335417;0.851486667;0.156980833;0.156266111;0.114256944;0.572497222;0;2.86E-05;6.36E-05
3723;0;11/15/2015 9:00;235M6133;0.9999769;0.996935;0.3107145;0.9982741;0.9991831;0.9902014;7.893819;0.00776625;0.2821428;2.874305;0.8490575;0.098166389;0.112207222;0.189345278;0.266947778;0;0.000201667;0
3724;0;11/15/2015 9:00;24805233;1;1;;0.9975845;1;1;10.02472;0.08696;;0.7930555;0.941260741;0;0;0;0;0;0;0
3725;0;11/15/2015 9:00;41106233;1;0.9986864;0.399998;0.9997378;0.9999505;0.9982609;11.67138;0.003146667;0.7444444;5.411111;0.904349444;0.309732778;0.252946389;0.213486667;0.168279167;0;2.83E-05;0.000101667
